time_s,pwave_sw_us,pwave_aic_us,Vp_sw_km,Vp_aic_km
1412.95,27.025,26.85,7.88436268068331,7.994670219853429
1415.98,27.075,26.925,7.853403141361254,7.947019867549666
1419.02,27.075,26.875,7.853403141361254,7.978723404255318
1422.04,27.05,26.975,7.868852459016391,7.915567282321896
1425.1,27.1,26.925,7.838014369693007,7.947019867549666
1428.19,27.1,26.95,7.838014369693007,7.9312623925974854
1431.28,27.025,26.85,7.88436268068331,7.994670219853429
1434.43,27.075,26.875,7.853403141361254,7.978723404255318
1437.58,27.075,26.85,7.853403141361254,7.994670219853429
1440.71,27.025,26.9,7.88436268068331,7.9628400796284
1443.86,27.0,26.875,7.899934167215271,7.978723404255318
1447.03,27.1,26.825,7.838014369693007,8.010680907877166
1450.2,27.05,26.95,7.868852459016391,7.9312623925974854
1453.33,27.05,26.9,7.868852459016391,7.9628400796284
1456.51,27.075,26.875,7.853403141361254,7.978723404255318
1459.64,27.075,26.825,7.853403141361254,8.010680907877166
1462.7,27.1,26.975,7.838014369693007,7.915567282321896
1465.83,27.1,27.0,7.838014369693007,7.899934167215271
1469.05,27.125,26.925,7.822685788787481,7.947019867549666
1472.2,27.125,26.925,7.822685788787481,7.947019867549666
1475.27,27.075,26.85,7.853403141361254,7.994670219853429
1478.32,27.075,27.025,7.853403141361254,7.88436268068331
1481.33,27.1,26.925,7.838014369693007,7.947019867549666
1484.37,27.225,27.0,7.761966364812416,7.899934167215271
1487.4,27.1,27.025,7.838014369693007,7.88436268068331
1490.48,27.1,26.9,7.838014369693007,7.9628400796284
1493.61,27.1,27.0,7.838014369693007,7.899934167215271
1496.76,27.075,26.85,7.853403141361254,7.994670219853429
