time_s,pwave_sw_us,pwave_aic_us,travel_aic_us,Vp_sw_km,Vp_aic_km
1255.2,27.125,27.0,18.35,5.412719891745602,5.449591280653951
1258.34,27.1,26.975,18.325000000000003,5.420054200542006,5.457025920873124
1261.5,27.175,26.95,18.299999999999997,5.398110661268557,5.464480874316941
1264.66,27.15,26.95,18.299999999999997,5.405405405405406,5.464480874316941
1267.8,27.2,26.925,18.275,5.390835579514826,5.471956224350206
1270.91,27.15,26.975,18.325000000000003,5.405405405405406,5.457025920873124
1274.0,27.05,26.875,18.225,5.434782608695654,5.486968449931413
1277.03,27.125,27.075,18.424999999999997,5.412719891745602,5.42740841248304
1280.07,27.1,26.9,18.25,5.420054200542006,5.479452054794521
1283.13,27.1,26.95,18.299999999999997,5.420054200542006,5.464480874316941
1286.21,27.125,27.0,18.35,5.412719891745602,5.449591280653951
1289.27,27.15,26.9,18.25,5.405405405405406,5.479452054794521
1292.3,27.1,26.9,18.25,5.420054200542006,5.479452054794521
1295.32,27.125,26.975,18.325000000000003,5.412719891745602,5.457025920873124
1298.35,27.1,26.95,18.299999999999997,5.420054200542006,5.464480874316941
1301.4,27.1,26.925,18.275,5.420054200542006,5.471956224350206
1304.55,27.075,26.925,18.275,5.42740841248304,5.471956224350206
1307.72,27.175,26.875,18.225,5.398110661268557,5.486968449931413
1310.83,27.1,26.925,18.275,5.420054200542006,5.471956224350206
1313.89,27.125,27.075,18.424999999999997,5.412719891745602,5.42740841248304
1316.95,27.025,26.925,18.275,5.4421768707483,5.471956224350206
1320.01,27.075,26.875,18.225,5.42740841248304,5.486968449931413
1323.03,27.1,26.9,18.25,5.420054200542006,5.479452054794521
1326.07,27.15,26.875,18.225,5.405405405405406,5.486968449931413
1329.1,27.075,26.9,18.25,5.42740841248304,5.479452054794521
1332.17,27.125,26.825,18.174999999999997,5.412719891745602,5.502063273727649
