x 		Plot 1 		
0.000000 	32.000000 	
12.800000 	64.000000 	
25.600000 	96.000000 	
38.400002 	129.000000 	
51.200001 	161.000000 	
64.000000 	195.000000 	
76.800003 	229.000000 	
89.599998 	262.000000 	
102.400002 	297.000000 	
115.200005 	330.000000 	
128.000000 	362.000000 	
140.800003 	394.000000 	
153.600006 	426.000000 	
166.400009 	458.000000 	
179.199997 	490.000000 	
192.000000 	522.000000 	
204.800003 	554.000000 	
217.600006 	586.000000 	
230.400009 	618.000000 	
243.199997 	647.000000 	
256.000000 	674.000000 	
268.800018 	706.000000 	
281.600006 	738.000000 	
294.399994 	770.000000 	
307.200012 	802.000000 	
320.000000 	834.000000 	
332.800018 	866.000000 	
345.600006 	898.000000 	
358.399994 	930.000000 	
371.200012 	962.000000 	
384.000000 	994.000000 	
396.800018 	1026.000000 	
409.600006 	1058.000000 	
422.399994 	1090.000000 	
435.200012 	1126.000000 	
448.000000 	1162.000000 	
460.800018 	1194.000000 	
473.600006 	1226.000000 	
486.399994 	1258.000000 	
499.200012 	1290.000000 	
512.000000 	1322.000000 	
524.799988 	1353.000000 	
537.600037 	1387.000000 	
550.400024 	1419.000000 	
563.200012 	1452.000000 	
576.000000 	1485.000000 	
588.799988 	1517.000000 	
601.600037 	1549.000000 	
614.400024 	1581.000000 	
627.200012 	1616.000000 	
640.000000 	1651.000000 	
652.799988 	1685.000000 	
665.600037 	1717.000000 	
678.400024 	1749.000000 	
691.200012 	1781.000000 	
704.000000 	1813.000000 	
716.799988 	1845.000000 	
729.600037 	1877.000000 	
742.400024 	1909.000000 	
755.200012 	1943.000000 	
768.000000 	1976.000000 	
780.799988 	2009.000000 	
793.600037 	2042.000000 	
806.400024 	2077.000000 	
819.200012 	2110.000000 	
832.000000 	2142.000000 	
844.799988 	2174.000000 	
857.600037 	2206.000000 	
870.400024 	2238.000000 	
883.200012 	2271.000000 	
896.000000 	2305.000000 	
908.799988 	2339.000000 	
921.600037 	2371.000000 	
934.400024 	2404.000000 	
947.200012 	2442.000000 	
960.000000 	2477.000000 	
972.799988 	2511.000000 	
985.600037 	2543.000000 	
998.400024 	2575.000000 	
1011.200012 	2608.000000 	
1024.000000 	2641.000000 	
1036.800049 	2673.000000 	
1049.599976 	2706.000000 	
1062.400024 	2740.000000 	
1075.200073 	2774.000000 	
1088.000000 	2808.000000 	
1100.800049 	2842.000000 	
1113.599976 	2874.000000 	
1126.400024 	2906.000000 	
1139.200073 	2938.000000 	
1152.000000 	2970.000000 	
1164.800049 	3004.000000 	
1177.599976 	3039.000000 	
1190.400024 	3075.000000 	
1203.200073 	3108.000000 	
1216.000000 	3142.000000 	
1228.800049 	3177.000000 	
1241.599976 	3209.000000 	
1254.400024 	3244.000000 	
1267.200073 	3276.000000 	
1280.000000 	3311.000000 	
1292.800049 	3350.000000 	
1305.599976 	3387.000000 	
1318.400024 	3423.000000 	
1331.200073 	3458.000000 	
1344.000000 	3491.000000 	
1356.800049 	3528.000000 	
1369.599976 	3565.000000 	
1382.400024 	3603.000000 	
1395.200073 	3641.000000 	
1408.000000 	3684.000000 	
1420.800049 	3726.000000 	
1433.599976 	3765.000000 	
1446.400024 	3820.000000 	
1459.200073 	3876.000000 	
1472.000000 	3930.000000 	
1484.800049 	3993.000000 	
1497.599976 	4098.000000 	
1510.400024 	4253.000000 	
1523.200073 	4500.000000 	
1536.000000 	5036.000000 	
1548.800049 	6461.000000 	
1561.599976 	10393.000000 	
1574.400024 	10394.000000 	
