x 		Plot 1 		
0.000000 	57.000000 	
12.800000 	105.000000 	
25.600000 	161.000000 	
38.400002 	216.000000 	
51.200001 	265.000000 	
64.000000 	318.000000 	
76.800003 	377.000000 	
89.599998 	429.000000 	
102.400002 	483.000000 	
115.200005 	537.000000 	
128.000000 	591.000000 	
140.800003 	645.000000 	
153.600006 	704.000000 	
166.400009 	760.000000 	
179.199997 	812.000000 	
192.000000 	868.000000 	
204.800003 	923.000000 	
217.600006 	977.000000 	
230.400009 	1032.000000 	
243.199997 	1087.000000 	
256.000000 	1146.000000 	
268.800018 	1205.000000 	
281.600006 	1267.000000 	
294.399994 	1324.000000 	
307.200012 	1380.000000 	
320.000000 	1435.000000 	
332.800018 	1494.000000 	
345.600006 	1555.000000 	
358.399994 	1620.000000 	
371.200012 	1683.000000 	
384.000000 	1742.000000 	
396.800018 	1795.000000 	
409.600006 	1852.000000 	
422.399994 	1914.000000 	
435.200012 	1983.000000 	
448.000000 	2045.000000 	
460.800018 	2108.000000 	
473.600006 	2169.000000 	
486.399994 	2227.000000 	
499.200012 	2284.000000 	
512.000000 	2343.000000 	
524.799988 	2398.000000 	
537.600037 	2459.000000 	
550.400024 	2515.000000 	
563.200012 	2577.000000 	
576.000000 	2641.000000 	
588.799988 	2706.000000 	
601.600037 	2765.000000 	
614.400024 	2821.000000 	
627.200012 	2882.000000 	
640.000000 	2944.000000 	
652.799988 	3000.000000 	
665.600037 	3057.000000 	
678.400024 	3118.000000 	
691.200012 	3187.000000 	
704.000000 	3265.000000 	
716.799988 	3337.000000 	
729.600037 	3424.000000 	
742.400024 	3512.000000 	
755.200012 	3608.000000 	
768.000000 	3712.000000 	
780.799988 	3820.000000 	
793.600037 	3925.000000 	
806.400024 	4038.000000 	
819.200012 	4150.000000 	
832.000000 	4280.000000 	
844.799988 	4405.000000 	
857.600037 	4517.000000 	
870.400024 	4632.000000 	
883.200012 	4747.000000 	
896.000000 	4857.000000 	
908.799988 	4964.000000 	
921.600037 	5078.000000 	
934.400024 	5184.000000 	
947.200012 	5294.000000 	
960.000000 	5403.000000 	
972.799988 	5515.000000 	
985.600037 	5627.000000 	
998.400024 	5740.000000 	
1011.200012 	5846.000000 	
1024.000000 	5952.000000 	
1036.800049 	6045.000000 	
1049.599976 	6140.000000 	
1062.400024 	6236.000000 	
1075.200073 	6330.000000 	
1088.000000 	6427.000000 	
1100.800049 	6540.000000 	
1113.599976 	6646.000000 	
1126.400024 	6746.000000 	
1139.200073 	6846.000000 	
1152.000000 	6938.000000 	
1164.800049 	7031.000000 	
1177.599976 	7131.000000 	
1190.400024 	7228.000000 	
1203.200073 	7341.000000 	
1216.000000 	7459.000000 	
1228.800049 	7592.000000 	
1241.599976 	7711.000000 	
1254.400024 	7830.000000 	
1267.200073 	7951.000000 	
1280.000000 	8067.000000 	
1292.800049 	8186.000000 	
1305.599976 	8297.000000 	
1318.400024 	8410.000000 	
1331.200073 	8533.000000 	
1344.000000 	8663.000000 	
1356.800049 	8781.000000 	
1369.599976 	8892.000000 	
1382.400024 	9002.000000 	
1395.200073 	9112.000000 	
1408.000000 	9224.000000 	
1420.800049 	9329.000000 	
1433.599976 	9433.000000 	
1446.400024 	9550.000000 	
1459.200073 	12455.000000 	
1472.000000 	14133.000000 	
1484.800049 	14466.000000 	
1497.599976 	14630.000000 	
1510.400024 	14681.000000 	
1523.200073 	14703.000000 	
1536.000000 	14721.000000 	
1548.800049 	14736.000000 	
1561.599976 	15308.000000 	
1574.400024 	15323.000000 	
1587.200073 	15323.000000 	
1600.000000 	15323.000000 	
1612.800049 	15324.000000 	
