C:\Users\USER\Desktop\all tests\Wang-04-15\1\1-hits.TXT
C:\Users\USER\Desktop\all tests\Wang-04-15\1\1-hits.TXT
Express-8 (r) Location Version 
Version V5.94

4/20/2026, 12:13:47

128            0.0000000		Acquisition Running
 ID     SSSSSSSS.mmmuuun  CH  RISE  COUN  ENER  DURATION AMP  ABS-ENERGY
  1           34.2140295   3     1     2     0         1  45   0.000E+00
  1           34.3097885   1     1     8     0        30  50  95.427E+00
  1           34.3097925   3     1     3     0         1  47   0.000E+00
  1           36.8076475   1     1     1     0         1  46   0.000E+00
  1           36.9044375   1     1     9     1        50  49 158.567E+00
  1           36.9044375   3     1     4     1        65  48  94.758E+00
  1           37.0003205   1     1     4     0         1  47   0.000E+00
  1           37.0961315   1     1     9     0        30  49  95.643E+00
  1           37.0961745   3     1     4     0        19  47  35.606E+00
  1           37.1922115   1     1     6     0         4  47  10.764E+00
  1           37.2879465   1     1     8     0        21  49  69.503E+00
  1           37.2879895   3     1     2     0         1  46   0.000E+00
  1           37.3837015   1     1     5     0         4  47  10.655E+00
  1           37.4805585   1     1     9     0        30  49  96.333E+00
  1           37.4806045   3     1     2     0         1  47   0.000E+00
  1           39.9703155   1     1     6     0         7  47  19.617E+00
  1           39.9703155   3     1     1     0         1  45   0.000E+00
  1           40.0663515   1     1     8     1        47  49 146.403E+00
  1           40.0663975   3     1     2     0         1  46   0.000E+00
  1           40.1622085   1     1     5     0         4  47  11.078E+00
  1           40.2582445   3     1     3     0         4  48   8.589E+00
  1           40.2582465   1     1     8     0        42  49 122.708E+00
  1           40.3539965   1     1     6     0         4  47  10.100E+00
  1           40.4497495   1     1     9     1        47  50 151.304E+00
  1           40.4497495   3     1     4     0         7  49  24.366E+00
  1           40.5456285   1     1     1     0         1  45   0.000E+00
  1           40.6414275   3     1     5     0         7  49  16.307E+00
  1           40.6414295   1     2     8     0        42  49 125.435E+00
  1           43.1536395   3     1     2     0         1  45   0.000E+00
  1           43.1536535   1     1     3     0        30  46  54.694E+00
  1           43.2505215   1     1    10     0        24  49  84.189E+00
  1           43.2505675   3     1     2     0         1  46   0.000E+00
  1           43.3462505   3     1     2     0         1  46   0.000E+00
  1           43.3462875   1     1     1     0         1  46   0.000E+00
  1           43.4419895   3     1     4     0         7  48  17.533E+00
  1           43.4419915   1     1     9     0        42  49 122.309E+00
  1           43.5377695   1     1     6     0         4  47   8.715E+00
  1           43.6336105   1     1    10     1        50  49 156.420E+00
  1           43.6336135   3     1     5     0        47  48  60.802E+00
  1           43.7294805   1     1     6     0         7  47  19.612E+00
  1           43.8255245   3     1     4     0         4  48   9.415E+00
  1           43.8255265   1     1     8     0        42  49 124.820E+00
  1           46.3450585   1     1     6     0         7  47  19.033E+00
  1           46.3451015   3     1     1     0        16  45  14.652E+00
  1           46.4410875   1     1     9     1        47  49 149.480E+00
  1           46.4410875   3     1     6     0        62  48  95.146E+00
  1           46.5369345   1     1     6     0         7  47  18.680E+00
  1           46.6330545   1     1     9     1        45  49 136.904E+00
  1           46.6330585   3     1     4     0         1  48   0.000E+00
  1           46.7288335   1     1     2     0        10  46  16.044E+00
  1           46.8245605   1     1     9     1        47  50 148.015E+00
  1           46.8245605   3     1     3     0        47  48  66.549E+00
  1           46.9203175   3     1     1     0        44  46  31.727E+00
  1           46.9203205   1     1     6     0        38  48  71.395E+00
  1           47.0161705   3     1     6     0         1  49   0.000E+00
  1           47.0161735   1     1     8     1        42  50 130.285E+00
  1           49.5219335   3     1     2     0         1  46   0.000E+00
  1           49.5219475   1     1     3     0        30  46  56.340E+00
  1           49.6179915   1     1    10     0        24  49  81.997E+00
  1           49.6179945   3     1     4     0        62  47  79.289E+00
  1           49.7148895   1     1     5     0         4  47   9.437E+00
  1           49.8106655   1     1     8     0        42  49 122.534E+00
  1           49.8106665   3     1     4     0         1  49   0.000E+00
  1           49.9065085   1     1     6     0         7  47  18.686E+00
  1           50.0023515   1     1    10     1        50  49 156.429E+00
  1           50.0023545   3     1     5     0        65  47  88.171E+00
  1           50.0984035   1     1     6     0         4  47  11.615E+00
  1           50.0984035   3     1     2     0         1  46   0.000E+00
  1           50.1941635   1     1     9     0        21  49  71.769E+00
  1           50.1941635   3     1     5     0        44  48  48.574E+00
  1           52.6870965   1     1     5     0         7  47  21.015E+00
  1           52.7838665   3     1     6     0        10  49  32.002E+00
  1           52.7838715   1     1     8     0        39  49 111.764E+00
  1           52.8797515   3     1     3     0         1  46   0.000E+00
  1           52.8797545   1     1     5     0        41  48  82.507E+00
  1           52.9757655   1     1     8     0        30  49  93.329E+00
  1           52.9758085   3     1     3     0         1  47   0.000E+00
  1           53.0715145   3     1     2     0         1  45   0.000E+00
  1           53.0715545   1     1     1     0         4  46   8.002E+00
  1           53.1672555   1     1    10     0        27  49  89.843E+00
  1           53.1672585   3     1     4     0        62  49  93.124E+00
  1           53.2631135   1     1     6     0         7  47  20.297E+00
  1           53.3589695   1     1    10     0        30  49  94.820E+00
  1           53.3590155   3     1     3     0        16  46  27.076E+00
  1           55.7710665   1     1     6     0         7  47  20.578E+00
  1           55.8669165   1     1     9     0        24  49  84.525E+00
  1           55.8669165   3     1     4     0        62  48  87.349E+00
  1           55.9629615   3     1     2     0         1  46   0.000E+00
  1           55.9629925   1     1     2     0        13  46  24.538E+00
  1           56.0587355   1     1     9     1        50  50 156.146E+00
  1           56.0587415   3     1     4     0        44  48  54.581E+00
  1           56.1545415   1     1     3     0         1  46   0.000E+00
  1           56.2502965   3     1     4     0        47  48  60.380E+00
  1           56.2503025   1     1     8     1        44  50 128.725E+00
  1           56.3461445   1     1     7     0         7  47  18.604E+00
  1           56.4422405   1     1    10     1        47  49 148.218E+00
  1           56.4422405   3     1     5     0        47  48  61.274E+00
  1           58.8529365   1     1     5     0         1  47   0.000E+00
  1           58.9490195   1     1     9     1        47  49 150.862E+00
  1           58.9490195   3     1     5     0        47  48  64.703E+00
  1           59.1406455   1     1     9     1        47  50 146.495E+00
  1           59.1406455   3     1     4     0        47  48  69.575E+00
  1           59.3325545   3     1     4     0        47  48  66.541E+00
  1           59.3325605   1     1     8     1        44  49 127.344E+00
  1           59.4283105   1     1     6     0         4  47   9.263E+00
  1           59.5240675   1     1     8     0        30  50  93.994E+00
  1           61.9960615   1     1     4     0         1  47   0.000E+00
  1           62.0918905   1     1     9     0        21  50  73.615E+00
  1           62.0919335   3     1     3     0         1  47   0.000E+00
  1           62.1879645   1     1     6     0         7  48  19.604E+00
  1           62.1879645   3     1     2     0         1  47   0.000E+00
  1           62.2837035   3     1     4     0        47  48  59.387E+00
  1           62.2837095   1     1     8     1        44  49 129.418E+00
  1           62.3794745   1     1     5     0         4  48  11.169E+00
  1           62.3923020   5     2     2     0         2  51   3.579E+00
  1           62.4752775   1     1     8     1        42  49 127.016E+00
  1           62.4752785   3     1     4     0         1  48   0.000E+00
  1           62.5719115   1     1     5     0         1  47   0.000E+00
  1           62.6679575   1     1     8     0        39  49 114.662E+00
  1           65.1459885   1     1     5     0         4  48  10.952E+00
  1           65.2428185   1     1     8     1        45  50 138.102E+00
  1           65.2428195   3     1     4     0         7  48  18.404E+00
  1           65.3386635   1     1     6     0         4  48  11.077E+00
  1           65.3386635   3     1     2     0         1  47   0.000E+00
  1           65.4348425   1     1     9     1        47  49 148.201E+00
  1           65.4348425   3     1     4     0        62  49  90.489E+00
  1           65.6262765   1     1     9     0        24  49  83.612E+00
  1           65.6262765   3     1     4     0        47  48  62.207E+00
  1           65.7220745   1     1     2     0        13  46  22.466E+00
  1           65.8178995   1     1     9     0        30  49  97.136E+00
  1           65.8179455   3     1     3     0         1  47   0.000E+00
  1           68.2910185   3     1     3     0        44  46  35.068E+00
  1           68.2910215   1     1     6     0         1  47   0.000E+00
  1           68.3867555   1     1     9     1        47  49 151.064E+00
  1           68.3867555   3     1     3     0        47  48  63.598E+00
  1           68.4836055   3     1     3     0         1  47   0.000E+00
  1           68.4836365   1     1     2     0        10  45  16.844E+00
  1           68.5796915   3     1     4     0        44  49  55.176E+00
  1           68.5796945   1     1     8     0        41  49 121.872E+00
  1           68.6754155   1     1     6     0         7  47  21.325E+00
  1           68.7711575   1     1     9     0        27  49  81.840E+00
  1           68.8677805   1     1     7     0         4  47   9.730E+00
