time_s,pwave_sw_us,pwave_aic_us,Vp_sw_km,Vp_aic_km
1515.48,27.1,26.95,5.420054200542006,5.464480874316941
1518.51,27.1,26.825,5.420054200542006,5.502063273727649
1521.55,27.2,27.025,5.390835579514826,5.4421768707483
1524.62,27.075,27.05,5.42740841248304,5.434782608695654
1527.73,27.225,27.025,5.383580080753702,5.4421768707483
1530.89,27.15,26.975,5.405405405405406,5.457025920873124
1534.07,27.175,26.975,5.398110661268557,5.457025920873124
1537.25,27.2,27.0,5.390835579514826,5.449591280653951
1540.38,27.125,27.0,5.412719891745602,5.449591280653951
1543.44,27.15,27.025,5.405405405405406,5.4421768707483
1546.5,27.5,27.25,5.305039787798409,5.376344086021505
1549.63,27.25,27.175,5.376344086021505,5.398110661268557
1552.8,27.2,27.05,5.390835579514826,5.434782608695654
1555.97,27.175,27.0,5.398110661268557,5.449591280653951
1559.14,27.375,27.2,5.340453938584779,5.390835579514826
1562.27,27.75,27.45,5.2356020942408374,5.3191489361702144
1565.4,33.6,33.075,4.008016032064128,4.094165813715455
1568.53,47.85,44.3,2.5510204081632653,2.8050490883590466
1571.69,44.95,43.425,2.7548209366391183,2.875629043853343
1574.9,40.825,43.7,3.108003108003108,2.853067047075606
1578.06,44.15,43.525,2.816901408450705,2.8673835125448033
1581.2,44.1,43.275,2.8208744710860367,2.888086642599278
1584.28,44.275,40.825,2.8070175438596494,3.108003108003108
1587.31,43.95,43.225,2.832861189801699,2.892263195950832
1590.36,43.925,40.175,2.834868887313962,3.1720856463124516
1593.39,43.725,40.675,2.851033499643621,3.1225604996096803
1596.43,40.425,43.4,3.1471282454760034,2.877697841726619
1599.51,40.275,40.725,3.16205533596838,3.117692907248636
1602.6,39.575,43.75,3.2336297493936943,2.8490028490028494
1605.65,43.75,43.425,2.8490028490028494,2.875629043853343
1608.72,43.8,43.425,2.8449502133712667,2.875629043853343
1611.86,43.9,41.025,2.836879432624114,3.088803088803089
1614.99,40.925,43.2,3.098373353989156,2.894356005788712
1618.04,43.75,43.225,2.8490028490028494,2.892263195950832
1621.12,39.125,43.5,3.2813781788351113,2.8694404591104736
1624.27,44.125,43.125,2.818886539816772,2.9006526468455403
1627.38,38.875,40.125,3.3085194375516958,3.1771247021445594
1630.49,44.15,39.875,2.816901408450705,3.202562049639712
1633.67,43.95,40.475,2.832861189801699,3.1421838177533385
1636.81,44.15,43.3,2.816901408450705,2.8860028860028866
1639.95,40.35,40.15,3.154574132492114,3.174603174603175
1643.09,44.175,40.025,2.814919071076707,3.187250996015937
1646.24,38.925,40.325,3.303055326176714,3.1570639305445933
1649.42,39.4,43.15,3.252032520325204,2.8985507246376816
1652.54,40.975,39.675,3.093580819798918,3.2232070910556008
1655.69,43.625,39.975,2.8591851322373123,3.1923383878691136
1658.85,39.675,40.3,3.2232070910556008,3.1595576619273307
1661.97,43.5,40.25,2.8694404591104736,3.1645569620253164
1665.11,43.775,39.55,2.8469750889679717,3.236245954692557
1668.22,39.275,40.15,3.2653061224489797,3.174603174603175
1671.35,39.825,39.65,3.2076984763432232,3.2258064516129035
1674.48,39.425,40.5,3.249390739236394,3.139717425431711
1677.61,40.525,39.65,3.137254901960785,3.2258064516129035
1680.76,40.15,40.05,3.174603174603175,3.184713375796179
1683.82,40.325,40.275,3.1570639305445933,3.16205533596838
1686.88,43.725,43.3,2.851033499643621,2.8860028860028866
1690.02,39.35,43.225,3.257328990228013,2.892263195950832
1693.17,43.6,39.775,2.8612303290414878,3.2128514056224904
1696.33,43.6,43.3,2.8612303290414878,2.8860028860028866
1699.47,43.95,42.95,2.832861189801699,2.915451895043732
1702.53,43.65,43.35,2.857142857142857,2.881844380403458
1705.58,43.675,40.35,2.855103497501785,3.154574132492114
1708.68,39.625,40.525,3.228410008071025,3.137254901960785
1711.76,39.65,39.95,3.2258064516129035,3.194888178913738
1714.83,39.85,40.6,3.2051282051282057,3.1298904538341157
1717.91,43.6,40.35,2.8612303290414878,3.154574132492114
1720.94,43.9,40.025,2.836879432624114,3.187250996015937
1723.99,39.025,40.175,3.292181069958848,3.1720856463124516
1727.03,39.05,40.225,3.2894736842105265,3.1670625494853524
1730.12,43.65,43.225,2.857142857142857,2.892263195950832
